"=== THÈME ===";"budget"
"Total documents";"71"
"Total occurrences";"10686"

"=== TOP ORATEURS ==="
"Rang";"Orateur";"Mentions"
"1";"M. Jean Fontaine";"219"
"2";"M. Michel Debré";"179"
"3";"M. Henri Emmanuelli";"104"
"4";"M. Victor Sablé";"96"
"5";"M. Olivier Stirn";"90"
"6";"M. Paul Dijoud";"81"
"7";"M. Emmanuel Hamel";"79"
"8";"M. Jean-Paul de Rocca Serra";"77"
"9";"M. Didier Julia";"73"
"10";"M. Robert-André Vivien";"63"
"11";"M. Aimé Césaire";"62"
"12";"M. Alain Vivien";"61"
"13";"M. Frédéric Jalton";"60"
"14";"M. Robert Le Foll";"56"
"15";"M. Ernest Moutoussamy";"54"
"16";"M. Jean-Paul Virapoullé";"50"
"17";"M. Pierre Mauger";"48"
"18";"M. Georges Lemoine";"47"
"19";"M. Joseph Franceschi";"46"
"20";"M. Camille Petit";"42"
"21";"M. Pierre Mazeaud";"42"
"22";"M. Bernard Marie";"41"
"23";"M. Albert Pen";"41"
"24";"M. Robert Montdargent";"39"
"25";"M. Antoine Gissinger";"38"
"26";"M. Guy Guermeur";"36"
"27";"M. Wilfrid Bertile";"36"
"28";"M. Guy Ducoloné";"35"
"29";"M. Philippe Séguin";"33"
"30";"M. Marcel Esdras";"33"

"=== COOCCURRENCES ==="
"Thème associé";"Occurrences"
"emploi";"10469"
"migration";"9594"
"antilles";"3319"
"formation";"3262"
"transport";"2812"
"reunion";"2017"
"insertion";"1464"
"logement";"1460"
"racisme";"1137"

"=== DOCUMENTS ==="
"Fichier";"Année";"Occurrences";"Mentions BUMIDOM";"Type"
"8_cri_1986-1987-ordinaire1_086.txt";"1986";"90";"1";"Compte rendu"
"6_cri_1978-1979-ordinaire2_017.txt";"1978";"89";"2";"Compte rendu"
"5_cri_1975-1976-ordinaire2_035.txt";"1975";"88";"1";"Compte rendu"
"4_tnominative_1968-1973_tnominative_IO.txt";"1968";"78";"1";"Autre"
"5_cri_1973-1974-ordinaire1_014.txt";"1973";"75";"1";"Compte rendu"
"5_cri_1975-1976-ordinaire1_057.txt";"1975";"73";"4";"Compte rendu"
"4_cri_1971-1972-ordinaire1_067.txt";"1971";"66";"2";"Compte rendu"
"6_cri_1979-1980-ordinaire1_113.txt";"1979";"64";"5";"Compte rendu"
"5_cri_1976-1977-ordinaire2_051.txt";"1976";"59";"1";"Compte rendu"
"8_cri_1986-1987-ordinaire1_085.txt";"1986";"58";"3";"Compte rendu"
"4_cri_1970-1971-ordinaire1_065.txt";"1970";"51";"3";"Compte rendu"
"4_cri_1970-1971-ordinaire2_007.txt";"1970";"44";"2";"Compte rendu"
"5_cri_1976-1977-ordinaire2_024.txt";"1976";"43";"1";"Compte rendu"
"7_cri_1984-1985-ordinaire1_080.txt";"1984";"43";"1";"Compte rendu"
"4_cri_1972-1973-ordinaire1_063.txt";"1972";"40";"3";"Compte rendu"
"7_cri_1983-1984-ordinaire2_008.txt";"1983";"39";"1";"Compte rendu"
"8_cri_1986-1987-ordinaire1_087.txt";"1986";"33";"1";"Compte rendu"
"8_cri_1986-1987-ordinaire1_090.txt";"1986";"32";"8";"Compte rendu"
"6_cri_1979-1980-ordinaire2_067.txt";"1979";"31";"1";"Compte rendu"
"7_cri_1981-1982-ordinaire2_103.txt";"1981";"30";"1";"Compte rendu"
"6_cri_1979-1980-ordinaire2_064.txt";"1979";"29";"1";"Compte rendu"
"7_cri_1981-1982-extraordinaire4_014.txt";"1981";"25";"1";"Compte rendu"
"6_cri_1978-1979-extraordinaire2_006.txt";"1978";"16";"1";"Compte rendu"
"8_cri_1985-1986-extraordinaire1_015.txt";"1985";"11";"1";"Compte rendu"
