"=== THÈME ===";"insertion"
"Total documents";"71"
"Total occurrences";"1464"

"=== TOP ORATEURS ==="
"Rang";"Orateur";"Mentions"
"1";"M. Jean Fontaine";"219"
"2";"M. Michel Debré";"179"
"3";"M. Henri Emmanuelli";"104"
"4";"M. Victor Sablé";"96"
"5";"M. Olivier Stirn";"90"
"6";"M. Paul Dijoud";"81"
"7";"M. Emmanuel Hamel";"79"
"8";"M. Jean-Paul de Rocca Serra";"77"
"9";"M. Didier Julia";"73"
"10";"M. Robert-André Vivien";"63"
"11";"M. Aimé Césaire";"62"
"12";"M. Alain Vivien";"61"
"13";"M. Frédéric Jalton";"60"
"14";"M. Robert Le Foll";"56"
"15";"M. Ernest Moutoussamy";"54"
"16";"M. Jean-Paul Virapoullé";"50"
"17";"M. Pierre Mauger";"48"
"18";"M. Georges Lemoine";"47"
"19";"M. Joseph Franceschi";"46"
"20";"M. Camille Petit";"42"
"21";"M. Pierre Mazeaud";"42"
"22";"M. Bernard Marie";"41"
"23";"M. Albert Pen";"41"
"24";"M. Robert Montdargent";"39"
"25";"M. Antoine Gissinger";"38"
"26";"M. Guy Guermeur";"36"
"27";"M. Wilfrid Bertile";"36"
"28";"M. Guy Ducoloné";"35"
"29";"M. Philippe Séguin";"33"
"30";"M. Marcel Esdras";"33"

"=== COOCCURRENCES ==="
"Thème associé";"Occurrences"
"budget";"10686"
"emploi";"10469"
"migration";"9594"
"antilles";"3319"
"formation";"3262"
"transport";"2812"
"reunion";"2017"
"logement";"1460"
"racisme";"1137"

"=== DOCUMENTS ==="
"Fichier";"Année";"Occurrences";"Mentions BUMIDOM";"Type"
"4_cri_1970-1971-ordinaire1_065.txt";"1970";"10";"3";"Compte rendu"
"6_cri_1978-1979-ordinaire1_106.txt";"1978";"10";"1";"Compte rendu"
"6_cri_1979-1980-ordinaire1_113.txt";"1979";"10";"5";"Compte rendu"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"9";"2";"Compte rendu"
"6_cri_1978-1979-ordinaire1_050.txt";"1978";"9";"1";"Compte rendu"
"6_cri_1979-1980-ordinaire1_044.txt";"1979";"9";"2";"Compte rendu"
"5_cri_1975-1976-ordinaire1_057.txt";"1975";"8";"4";"Compte rendu"
"6_cri_1979-1980-ordinaire2_064.txt";"1979";"8";"1";"Compte rendu"
"8_cri_1985-1986-extraordinaire1_015.txt";"1985";"8";"1";"Compte rendu"
"6_cri_1978-1979-extraordinaire2_006.txt";"1978";"6";"1";"Compte rendu"
"7_cri_1983-1984-ordinaire2_008.txt";"1983";"6";"1";"Compte rendu"
"5_cri_1976-1977-ordinaire2_051.txt";"1976";"3";"1";"Compte rendu"
"7_cri_1981-1982-ordinaire2_103.txt";"1981";"1";"1";"Compte rendu"
